state,city,povertyRate,perWhite,perBlack,perNativeAm,perAsian,perHis,perCompHighSchool,medIncome
MN,Meadowlands city,22.6,98.4,0,0,1.2,0.8,71.2,20000
MN,Medford city,7.6,99.3,0.2,0.2,0,1.2,93.2,67112
MN,Medicine Lake city,4.1,63.8,18.6,2,5.6,10.5,99.2,82917
MN,Medina city,4.7,98.2,0,0,0.9,0.9,98.9,132045
MN,Meire Grove city,16,95.8,0.2,0.1,0.3,6.7,83.1,40833
MN,Melrose city,14.6,99.5,0,0.5,0,0.5,79.3,39359
MN,Menahga city,23.2,98.8,0.4,0,0,2.9,83.2,26094
MN,Mendota city,14.3,90,3.7,0.3,3.1,2.4,97.3,66250
MN,Mendota Heights city,3.9,99.3,0,0,0.4,0.6,97.3,95353
MN,Mentor city,20.4,96.3,0.7,0.1,1.6,1.8,74.4,31161
MN,Merrifield CDP,0,98.2,0,0,1.8,0,95.5,53750
MN,Middle River city,11.5,92,0.6,0.7,0.5,8.4,91.2,37500
MN,Midway CDP,50,94.4,0.2,0.6,0.4,6.4,100,21250
MN,Miesville city,16.3,92.6,1.5,0.5,1,5.4,94.1,61250
MN,Milaca city,16.8,95.2,0.6,0.2,0.9,3,85.3,36465
MN,Milan city,21.8,90.7,2,1.5,2,4.1,75.7,36875
MN,Millerville city,25.3,79.2,14.4,3.7,0.9,4,89.4,43500
MN,Millville city,6.9,96.1,0.8,0.7,0.3,2.2,88.8,56250
MN,Milroy city,13.9,94.8,0,2.5,0.2,2.8,91,41250
MN,Miltona city,27.7,90.9,1.3,1.5,2.5,3.2,88.5,39000
MN,Minneapolis city,21.9,96.3,0.6,0,0.2,3.6,88.6,51480
MN,Minneiska city,6.1,86.4,0,8,1,2.9,97.7,63750
MN,Minneota city,8.5,94.5,0.1,0.4,0,4.3,87.1,56458
MN,Minnesota City city,0,95.8,0.9,0.3,1.3,1.8,96.7,58333
MN,Minnesota Lake city,9.3,81.3,5.5,0.8,7,5,91.2,55521
MN,Minnetonka city,5.4,96.8,0.3,0.7,0.2,0.6,97.5,78589
MN,Minnetonka Beach city,0,82.8,0.8,0.2,10.3,10.7,99.7,173000
MN,Minnetrista city,6.4,95,0,0,0,7.2,95.8,129844
MN,Mizpah city,23.6,100,0,0,0,16.7,94.8,21458
MN,Montevideo city,16.9,100,0,0,0,14.7,86.9,43906
MN,Montgomery city,11.7,96.4,0,0.9,0.1,0.8,84.2,54412
MN,Monticello city,7.6,100,0,0,0,0,93.9,70254
MN,Montrose city,5.4,3.1,0,93.4,0,2.1,92.7,63485
MN,Moorhead city,15.7,98.9,0,1.1,0,0.5,94.1,53360
MN,Moose Lake city,38.9,96.9,0,0.3,0.7,3.1,93.9,34375
MN,Mora city,17.6,4.2,0.4,93.3,0,1.4,85.4,39982
MN,Morgan city,9.6,95.6,0.3,1,0,0.5,89.5,46905
MN,Morris city,27.6,91.4,0,0,0,12.5,88.4,41991
MN,Morristown city,7.5,81.9,6.6,0.4,6.1,4.4,82.4,47188
MN,Morton city,6.6,97,0.3,2.2,0,0,89.6,39531
MN,Motley city,25.9,96,0,0,0.3,7.3,85.2,27656
MN,Mound city,7.6,74.5,14.7,0.4,3.8,6.5,96.7,73750
MN,Mounds View city,12.6,98.7,0,0.2,0.1,2.7,91.6,57799
MN,Mountain Iron city,11.9,100,0,0,0,0,92,50703
MN,Mountain Lake city,15,85,5,0.7,3.8,6.4,83.4,44052
MN,Murdock city,14.7,96.5,0.5,0.3,0.6,1.9,87.8,44145
MN,Myrtle city,7.4,97.1,1,0.1,0.2,3.4,86.2,22500
MN,Nashua city,31,97.3,0.9,0.9,0,0,87.5,36250
MN,Nashwauk city,14,97.8,0.3,0.1,0.7,1.8,90.4,48068
MN,Nassau city,16.3,94.8,0.3,1.8,0,1.8,87.5,(X)
MN,Naytahwaush CDP,59.2,98.4,0.2,0,0.2,3.4,74.1,23750
MN,Nelson city,6.3,93.3,0,0,0,23.3,95,54286
MN,Nerstrand city,0.7,100,0,0,0,0,95.9,67500
MN,Nett Lake CDP,30,97.7,0.4,0.7,0.6,0.5,79.1,26667
MN,Nevis city,14.6,74.3,0,1.4,0,25.7,91.7,32679
MN,New Auburn city,12.6,96.6,0.5,0.4,0.8,1.9,88.8,44643
MN,New Brighton city,11.4,88.8,1.3,0.2,3.5,8.4,93.9,60964
MN,Newfolden city,11.5,93.9,2.1,0.2,1.7,3,91.5,51375
MN,New Germany city,10.2,93,0.4,0.2,5.2,1.2,92.3,52500
MN,New Hope city,12,97,0,1,0,0,89.7,50165
MN,New London city,8.7,96.9,0,0,3.1,0,89,41354
MN,New Munich city,20.5,81.2,7,0.6,6.6,4.9,83.7,48125
MN,Newport city,14.9,95.2,0.4,0.2,0.5,4.1,93.1,59423
MN,New Prague city,7.5,96.2,0.9,0.5,1.3,1,92.1,64837
MN,New Richland city,11.5,81.4,6,0.4,8.2,4.3,82.6,40000
MN,New Trier city,2.1,95.8,0.5,0.3,1.9,1.2,94.1,61250
MN,New Ulm city,7.8,89.8,4.5,1.6,2,3,91.8,50254
MN,New York Mills city,12.7,98.2,0.4,0.4,0,1.2,88.2,38854
MN,Nicollet city,7,100,0,0,0,3,95.5,60592
MN,Nielsville city,32.1,96.2,0,0,3.8,2.8,98.6,48750
MN,Nimrod city,11.2,38.6,0,46.2,0,3.3,93.9,40625
MN,Nisswa city,2.3,98.9,0,0.3,0,0.3,97.6,64435
MN,Norcross city,4.3,92.6,1.1,1.1,0.5,4.8,78.4,60417
MN,North Branch city,6.4,88.3,0,9,0.2,0.7,94.7,67122
MN,Northfield city,10.1,93.9,1,0.4,0.2,8.3,94.5,57866
MN,North Mankato city,9.2,83,2.3,9.9,0.7,1.7,96,55440
MN,North Oaks city,2.3,91.6,0,7.6,0,1.5,99.1,151397
MN,Northome city,35.4,96.5,0.4,0.2,1.1,1.7,86.7,27727
MN,Northrop city,32.2,95.2,0.2,0.2,3,0.5,96.4,43333
MN,North St. Paul city,15.2,80.9,0,18.4,0,0,91,55708
MN,Norwood Young America city,7.5,97,0.3,0.6,0.1,1,92.8,62850
MN,Nowthen city,8.4,96.6,0,3.4,0,1.2,93.4,85455
MN,Oakdale city,6.2,98.3,0.3,0.2,0.3,0.7,94.3,67036
MN,Oak Grove city,3.6,83.3,0,1.8,0.3,20.3,92.6,87431
MN,Oak Park Heights city,10,90.3,4.2,0.5,1.4,3.6,94.9,49750
MN,Odessa city,11.3,98,0,0,0,0.8,91.4,55625
MN,Odin city,0.9,93.2,1.8,0.4,1.8,2.4,100,46429
MN,Ogema city,30.8,99,0,0.2,0,0.9,88.7,35000
MN,Ogilvie city,46.6,91.2,3.8,0.3,0.9,7.3,80.4,26111
MN,Okabena city,16.5,92.2,0.6,6.6,0,0.6,92.2,42083
MN,Oklee city,15.8,99.2,0.4,0.1,0,0.4,87.9,37500
MN,Olivia city,13.3,94.1,0.4,2.3,0.1,3.7,90.9,49125
MN,Onamia city,25.7,97,0.5,0.1,0.4,2.2,83.5,29583
MN,Ormsby city,18.6,97.9,0,0,0.8,1.7,94.3,42917
MN,Orono city,4.1,74.1,5.8,0.9,3.2,31.5,99.2,116292
MN,Oronoco city,3,98,0,0,0.4,3.2,97.7,116750
MN,Orr city,30.1,91.5,0,0,1.4,16.9,96.5,37500
MN,Ortonville city,19,97.3,0.4,0.8,0.6,1.1,88.5,39971
MN,Osage CDP,10.5,94.1,1.1,0.5,0.5,4.8,92.3,45000
MN,Osakis city,16.2,93.5,0,1.1,0,7.6,92.6,39464
MN,Oslo city,6.2,99.5,0,0.5,0,1,88.1,53750
MN,Osseo city,7.4,98.6,0,0.1,0.2,0.6,94.6,46125
MN,Ostrander city,12.4,96.8,0.2,1.3,0,1.3,87,38750
MN,Otsego city,3.5,17.9,0,75,0,0,92.7,79117
MN,Ottertail city,8,95.6,0.3,1.5,0.7,1.2,94.8,49861
MN,Owatonna city,11.2,96.6,0.9,0.1,0.8,1.7,92.2,55884
MN,Palisade city,6.1,3.8,0,95,0,1.2,87.1,32750
MN,Parkers Prairie city,16.1,96.5,0.1,1.2,0.4,1.5,85.4,40000
MN,Park Rapids city,15.6,89.5,3.2,0,4.7,2.9,90.9,33822
MN,Paynesville city,11.7,90.2,0.9,1.9,1.1,5.2,83,42059
MN,Pease city,19.6,94.9,0.2,0.1,0.3,7.8,88.1,46250
MN,Pelican Rapids city,23,98.1,0,0.3,0.6,0.9,71,40246
MN,Pemberton city,19.3,96.2,0,1.7,0,3.1,92.7,55417
MN,Pennock city,13.2,84.2,5.2,0.3,6.9,3,87.1,41964
MN,Pequot Lakes city,15,0.6,0.3,98.8,0,0.4,92.2,42639
MN,Perham city,10.1,99.5,0,0,0.5,1.1,87.8,52708
MN,Perley city,0,98.3,0.2,0.2,0.2,0.6,58.6,65000
MN,Peterson city,7.9,96.5,0.4,0.7,0.3,1.7,90.5,51250
MN,Pierz city,14.4,97.4,1.2,0,0.4,1.2,84.6,37898
MN,Pillager city,11.1,91,1.5,1.6,3,2.1,86.4,37917
MN,Pine Bend CDP,42.1,96.8,0.2,1.1,0.4,1.2,33.3,(X)
MN,Pine City city,22.9,99.2,0,0.8,0,2.4,85.5,32302
MN,Pine Island city,17.2,98.9,0.2,0,0,1.4,93.3,63194
MN,Pine Point CDP,57,91.8,2.8,0.4,2.4,2.4,86,23750
MN,Pine River city,32.5,97.2,0.6,0.2,0,1.1,80.5,25329
MN,Pine Springs city,0.7,98.4,0,0,0.2,1.8,100,115000
MN,Pipestone city,19.6,98.6,0,0,0.7,1.4,84.3,40233
MN,Plainview city,8.2,97.1,0.4,0.1,0,4.7,96.6,55226
MN,Plato city,5.8,1.4,0,97.2,0.2,1.7,93.2,64861
MN,Plummer city,12.6,1,0.2,97.7,0,1,95.3,41875
MN,Plymouth city,5.8,96.1,0.4,0.5,0,4.1,97.3,85418
MN,Ponemah CDP,78.8,91.5,1.9,2.2,0.8,3.7,71.6,15380
MN,Porter city,10.4,87.8,0.6,6.6,0.7,3.3,89.9,57500
MN,Preston city,14.1,100,0,0,0,0,93.4,43150
MN,Princeton city,12.5,96.8,0,1.9,0,1.6,88.5,37304
MN,Prinsburg city,8.1,96.8,0.1,0.2,0.3,18.2,90.4,61719
MN,Prior Lake city,7,91.6,4.2,3.2,1.1,3.2,95.6,96405
MN,Proctor city,9.1,97.3,0.2,0.2,0.1,0.7,94.2,54871
MN,Quamba city,35.1,11.5,0,84.3,0,4.7,82.1,27321
MN,Racine city,10.5,69.8,9.2,0.8,6.1,18.3,94.4,60833
MN,Ramsey city,3.2,98,0.1,0,0.6,1.8,96.4,86794
MN,Randall city,14.7,96.9,0,1,0,1,89.1,39485
MN,Randolph city,8.3,4.3,0.7,90.6,0,4.3,92.9,67321
MN,Ranier city,3.2,98.3,0,1.7,0,0.9,96.7,49583
MN,Raymond city,15.5,76.5,13.8,0.5,3.3,4.6,92.8,41071
MN,Redby CDP,43.4,82,6.3,0.3,6.8,5.2,82.1,36053
MN,Red Lake CDP,37.6,97,0.4,0.7,0.6,1.1,74.3,32650
MN,Red Lake Falls city,12.7,94.1,1,0.5,1.3,1.9,92.8,47000
MN,Red Wing city,13.6,91.9,0.3,0.2,0.2,9.3,92.4,45890
MN,Redwood Falls city,11.8,91.3,2.4,0.1,3.5,1.9,87.7,43063
MN,Regal city,11.1,98.6,0,0.3,0.9,0.8,100,59375
MN,Remer city,35.3,100,0,0,0,0,83.3,24091
MN,Renville city,9.6,97.4,0,2,0,1.3,83.9,51719
MN,Revere city,20,100,0,0,0,0,79.7,28125
MN,Rice city,3.6,97.6,0.3,0.6,0.4,1.1,95,70000
MN,Rice Lake CDP,41.5,97.2,0,0.3,0,2,64.6,20938
MN,Richfield city,12.9,87.3,3,0.4,5.6,3.1,88.7,52954
MN,Richmond city,9.8,81.3,6.2,0.5,7.3,4.6,86.3,50606
MN,Richville city,15.1,98.8,0,0.8,0.4,0.2,88.9,38750
MN,Riverland CDP,53.2,99.5,0.3,0,0,3.2,84.4,27917
MN,Riverton city,14.8,99,0,0,0.4,0.9,88.2,39063
MN,Robbinsdale city,12.8,75,0,25,0,0,92.2,57357
MN,Rochester city,10.3,80.5,13.2,4,1.3,2.5,93.5,64554
MN,Rock Creek city,10.2,98.7,0,0.1,0.3,0.8,92.1,57727
MN,Rockford city,12.8,99,0.1,0,0.1,0.6,93.6,72419
MN,Rockville city,10.1,90.6,0.9,0,3.8,9.6,91.4,70594
MN,Rogers city,2.1,98.5,1.2,0.3,0,0.6,97.9,103980
MN,Rollingstone city,4.7,99.2,0,0,0,0.8,98,62917
MN,Ronneby CDP,9.4,96.9,1.3,0.9,0,0.4,88.5,58125
MN,Roosevelt city,1.5,97.7,0,0.2,0,2.5,83.5,37500
MN,Roscoe city,4.5,98.5,0.2,0.9,0,9.1,90.1,70469
MN,Roseau city,14.9,85.1,5,0.6,5.9,2.9,90.6,50409
MN,Rose Creek city,6.7,98.8,0,0,0,1.2,91.1,46500
MN,Rosemount city,3.9,97.4,0.5,0.1,0.7,0.6,95.8,90448
MN,Roseville city,11.5,94.2,1.9,0.1,1.8,3.2,93.4,63678
MN,Rothsay city,8.7,91.8,0.6,0.3,2.5,8.8,92.1,44545
MN,Round Lake city,17.8,97.1,1.2,0.1,0,3.1,90.4,31667
MN,Royalton city,16.9,84.6,7.8,0.7,3.7,2.4,88.4,47841
MN,Roy Lake CDP,46.7,95.9,0.6,0.4,0.8,1.4,80,(X)
MN,Rush City city,8.7,97.8,0,1.1,0,1.4,86.9,42629
MN,Rushford city,14.9,81.8,0.7,0.9,0.6,31,93.4,40568
MN,Rushford Village city,2.1,93.7,1.1,0.2,2.4,1.9,93.6,73750
MN,Rushmore city,20.9,98,0,0,0,5,82.8,40536
MN,Russell city,12.7,83.3,7.5,0.5,3.8,4.3,93.1,54792
MN,Ruthton city,12.5,98.1,0,0,0,3.2,79,39375
MN,Rutledge city,18,98.6,0,0.3,0.5,0.3,85.2,38125
MN,Sabin city,4.5,93.3,1.9,0.2,2.4,1.9,96.8,73125
MN,Sacred Heart city,13.5,60.1,15.7,1.1,15,9.6,87.5,35694
MN,St. Anthony city (Hennepin and Ramsey Counties),6.1,88.5,3.3,0.5,3.7,6.3,96,60742
MN,St. Anthony city (Stearns County),15.1,90.1,3.3,0.6,1.6,6.4,94.1,65000
MN,St. Augusta city,2.2,100,0,0,0,0,95.1,75536
MN,St. Bonifacius city,5.3,99.1,0,0.1,0,0.7,94.2,82891
MN,St. Charles city,13.9,98.4,0,1.6,0,6.3,92.1,54651
MN,St. Clair city,11,99.4,0,0,0,3.2,97.5,70500
MN,St. Cloud city,23.3,71.5,15.5,5.7,0.6,11,91.4,45437
MN,St. Francis city,7.8,96.7,0,0,1.6,0,94,71833
MN,St. Hilaire city,20.5,95.5,0.9,0.2,1.5,1.4,81.2,45833
MN,St. James city,12.7,95.6,0.8,0.1,0.3,4.4,80.6,43995
MN,St. Joseph city,29.8,94.9,1.2,0.5,1.2,1.8,95.7,51265
MN,St. Leo city,8.8,82.6,4.3,0.4,8.4,3.4,88,38750
MN,St. Louis Park city,8.1,97.2,0.1,0.4,1,1.3,95.8,66432
MN,St. Martin city,10.7,92.1,0.4,3.3,1.1,1.3,89,63021
MN,St. Marys Point city,7.1,100,0,0,0,2.3,98,75208
MN,St. Michael city,2.3,100,0,0,0,0,96.5,92546
MN,St. Paul city,22.3,97.9,0.4,0.1,0,0.8,86.5,48757
MN,St. Paul Park city,10,100,0,0,0,0,90.9,59470
MN,St. Peter city,24.4,96.4,0.5,0.3,0.2,2,90.6,55280
MN,St. Rosa city,0,77,4.3,1.2,10.3,7.8,79.6,88125
MN,St. Stephen city,1.8,94.2,0,3.1,0.5,8.9,95.7,75583
MN,St. Vincent city,14.3,98.7,0,0,0.3,0.7,90.6,39375
MN,Sanborn city,10.7,89.8,0,2.3,0,2.8,84.9,39688
MN,Sandstone city,18.8,87.4,2.2,0.4,7.2,2.2,92.3,40673
MN,Sargeant city,23.3,95.8,0.8,0.3,1.4,1.7,90.7,56875
MN,Sartell city,3.7,97.9,0.2,0.3,0.3,0.9,94.9,73872
MN,Sauk Centre city,12.5,99.6,0,0.4,0,0.8,89.2,50476
MN,Sauk Rapids city,21.5,99.4,0,0,0.2,1.4,91.7,48410
MN,Savage city,5.3,98.6,0,0,0.3,3.1,95.7,94620
MN,Scandia city,8.6,98,0.3,0.1,0.2,1.2,97.4,84130
MN,Scanlon city,10.7,94.3,0,0.1,0.9,13,93.1,53523
MN,Seaforth city,4.5,100,0,0,0,0,95.5,47083
MN,Searles CDP,16.8,96.9,0,0,0,0,90.1,66250
MN,Sebeka city,18,96.2,1.6,0.9,0.9,0.4,92.6,35893
MN,Sedan city,16.7,4,0,96,0,0,100,32250
MN,Shafer city,9,93.6,0.5,1.1,0.5,4.8,92.4,53125
MN,Shakopee city,6.6,85.3,3.9,0.8,1.2,12.2,92.7,78731
MN,Shelly city,19.7,98.2,0.1,0.4,0.2,4.1,90.6,27639
MN,Sherburn city,11.4,97.8,0.2,0.2,0.4,4.6,91.9,46086
MN,Shevlin city,13.9,97.8,0.7,0.1,0.6,1,95.2,47917
MN,Shoreview city,5.3,100,0,0,0,0,96.3,79252
MN,Shorewood city,3,83.7,3.8,0.9,5.1,5.9,98.6,110469
MN,Silver Bay city,11.2,94.1,2,0.1,2.6,1.4,93.8,41439
MN,Silver Creek CDP,8.6,97.6,0.6,0.1,0.5,0.7,83.8,55227
MN,Silver Lake city,13.5,46.7,0,51.4,0.9,0,95.2,50592
MN,Skyline city,1.2,94.4,0.8,0.3,1.4,1.7,96.2,77917
MN,Slayton city,14.1,99.2,0,0,0.8,0,85.1,43472
MN,Sleepy Eye city,11.1,95.9,0.5,0.9,0.7,1.5,86,45500
MN,Sobieski city,4.3,97.3,0.3,0.3,0,1.3,86.2,59688
MN,Solway city,5.2,90,0,2.8,1.1,0.6,73.1,43125
MN,Soudan CDP,13.6,97.9,0,0.2,0,10,97.6,51071
MN,South End CDP,61.9,97.4,0,0,0.2,4.2,45.5,13750
MN,South Haven city,31.5,97.5,0.5,0.2,0.5,1.5,92.2,39375
MN,South St. Paul city,13.2,95.1,1,0.4,1.1,1.9,91,55607
MN,Spicer city,6.6,95.8,0.7,0,2.4,1.7,94.3,54954
MN,Springfield city,8.8,96.8,1.4,0,0,0.9,84.9,43679
MN,Spring Grove city,12.9,95.7,0,1.4,0,4.3,84.7,34946
MN,Spring Hill city,6.3,88.6,0,0,0,0,73.8,36250
MN,Spring Lake Park city,11.7,96.6,0,0,0.5,1.8,90.4,51719
MN,Spring Park city,9,99,0,0,0,0,93.1,47235
MN,Spring Valley city,11.9,94.4,1.2,0,2.3,4.8,90.3,44939
MN,Squaw Lake city,28.2,98.3,0.3,0.3,0.6,1.4,72.1,30625
MN,Stacy city,13.6,90.8,1.1,1.9,0,1.1,88.2,52863
MN,Stanchfield CDP,2.1,97.9,0,1.1,0,0,79.7,75625
MN,Staples city,17.9,100,0,0,0,0,88.6,35000
MN,Starbuck city,9.9,100,0,0,0,0,93.1,40288
MN,Steen city,31.9,94.4,0.6,0.7,2.5,0.5,88.1,28500
MN,Stephen city,6.4,100,0,0,0,0,78.6,51438
MN,Stewart city,16,95,0,3.5,0,0,90.2,43182
MN,Stewartville city,10.6,99.6,0,0.1,0,0.7,93.3,52879
MN,Stillwater city,6.6,11.1,0,88.9,0,0,97,76970
MN,Stockton city,12,92,2.1,1.9,0.7,3.2,92.2,51875
MN,Storden city,9.7,96.9,0,1.3,0.6,0,93.8,40139
MN,Strandquist city,15.6,98.4,0,0,0,0,81.1,32500
MN,Strathcona city,0,97.6,0.8,0.1,0.7,0.9,80,93000
MN,Sturgeon Lake city,9.2,94.6,0,2.4,0.6,1.2,91.3,44000
MN,Sunburg city,9.8,86.5,0.1,0.3,9.7,5.4,85.7,48333
MN,Sunfish Lake city,5.4,100,0,0,0,0,100,169375
MN,Swanville city,17.4,97.9,0.1,0.3,0.3,0.8,80.2,35682
MN,Taconite city,12.8,96.9,0,2,0,1,91.5,54808
MN,Tamarack city,18.5,95.3,0,1.2,3.5,0,83.3,29500
MN,Taopi city,14.8,97.6,0.2,0.2,0.6,2.4,88.4,(X)
MN,Taunton city,16,98.7,0,1.3,0,0,90.1,29250
MN,Taylors Falls city,7.2,97.4,0,0,0,2,96.4,54750
MN,Tenstrike city,7.5,25.5,0,65.8,0,0.7,96.9,51250
MN,The Lakes CDP,2.2,94.4,0,3.2,0,2.1,92.9,71406
MN,The Ranch CDP,100,97.2,0.2,0.6,0.2,1,0,-
MN,Thief River Falls city,9.9,96.9,0.3,0.3,0.2,2.4,91,40271
MN,Tintah city,20.4,93.1,0.4,3.7,0.2,0.5,100,35000
MN,Tonka Bay city,1.3,99.4,0.3,0,0,0.6,99.2,108250
MN,Tower city,14.7,95.6,0.9,0.7,0.5,4,98.2,45050
MN,Tracy city,14.2,100,0,0,0,0,89.6,40957
MN,Trail city,40.6,95.9,0,1.7,0,3.4,88.4,26125
MN,Trimont city,9.6,84.9,3.6,0.5,7.6,2.8,87.1,43229
MN,Trommald city,28.3,99.1,0.3,0,0,0.3,83.8,31667
MN,Trosky city,0,96.4,0.2,0,1.4,0.2,82.8,63542
MN,Truman city,11.6,94.4,0,1,0.2,2.7,89.1,47386
MN,Turtle River city,0,98.8,0.9,0,0,1.8,96.2,69375
MN,Twin Lakes city,10.8,94.7,0.9,0.6,1.9,0,84.1,42083
MN,Twin Lakes CDP,6.8,95.6,0.5,0.1,2,2,90.7,54250
MN,Twin Valley city,24.8,96.2,0,0,0,1.9,84.3,35703
MN,Two Harbors city,17.8,95.7,0,2,0.8,0.4,94.2,41117
MN,Tyler city,12.4,9.9,0.6,86,0,1.8,90.4,48125
MN,Ulen city,14,91,0,0,0,1.3,89,40313
MN,Underwood city,14.8,91.7,1.6,3,0.5,1.5,92.1,40938
MN,Upsala city,14.1,96.2,0.8,0.4,0.2,2.3,88.3,54688
MN,Urbank city,2.9,97.4,0.7,0.3,0.4,3,86.7,38750
MN,Utica city,9.7,95.7,1.1,0.3,1.1,2.5,84.7,58750
MN,Vadnais Heights city,6.4,95.6,1.6,0.3,0.4,1.4,93.7,71518
MN,Vergas city,9.8,95.1,0,2.4,0.5,1,94.2,40000
MN,Vermillion city,2.1,83.6,6.6,0.7,3.6,4.5,94.9,76111
MN,Verndale city,11.3,99.6,0,0,0.4,0,94.3,44091
MN,Vernon Center city,4.7,88,0,7.2,1.1,1.3,92.4,72500
MN,Vesta city,10.6,63.4,0,0.5,35,2.1,86.3,38000
MN,Victoria city,2.2,98.6,0,0,0,1.4,98.5,131971
MN,Viking city,16.9,97.4,0,0,0.7,2,91.7,56250
MN,Villard city,19.9,97.6,1.7,0,0.1,1.1,87.1,38958
MN,Vineland CDP,31.5,100,0,0,0,0,80.2,36500
MN,Vining city,0,97.2,0,2.8,0,0,96.8,38750
MN,Virginia city,23.7,97.2,0.4,0.3,0.3,2.6,93.4,34075
MN,Wabasha city,12.2,83.3,0.1,5.7,8.5,1,89.9,37361
MN,Wabasso city,4.9,96.8,0.2,0,0.5,0.3,88.2,38611
MN,Waconia city,2.3,89,3.7,1.5,1,9,95,79600
MN,Wadena city,23.8,95.8,0.3,0.4,0.8,1.7,86.6,34342
MN,Wahkon city,28.9,96.9,0.4,1,0.3,1.8,89.1,28750
MN,Waite Park city,20.9,98.8,0.5,0.2,0.2,0.4,86.4,39695
MN,Waldorf city,13,98.5,0,0,0,1.5,87.2,48438
MN,Walker city,26,46,0.3,33.3,0.3,2,92,31750
MN,Walnut Grove city,32.6,97.3,0.5,0.4,0.8,1.3,69.8,33203
MN,Walters city,42.1,92.5,3,0.4,1.3,3.6,75.4,32188
MN,Waltham city,10.8,99.9,0.1,0,0,2.9,92.8,60625
MN,Wanamingo city,16.4,96.9,0.2,0.2,0.8,7.3,88.7,49539
MN,Wanda city,0,100,0,0,0,0.6,93.6,40714
MN,Warba city,13,97.7,0,0.4,0.9,2.2,87.5,49583
MN,Warren city,9.4,93,0.1,0.5,0,8.1,83.5,50357
MN,Warroad city,23.7,80.7,3.5,0,0,15.8,90.2,37528
MN,Warsaw CDP,7.6,10.8,0,83.8,0,0,95.6,64896
MN,Waseca city,11.6,78,6,0.9,2.2,19.5,91.2,46167
MN,Watertown city,15.6,99.1,0,0,0,0,91.5,53789
MN,Waterville city,13.4,100,0,0,0,0,87.6,38348
MN,Watkins city,18.8,97.4,0.6,0.7,0.1,1.5,83.5,43036
MN,Watson city,10.2,98,0,2,0,0,79.7,33750
MN,Waubun city,22.9,90.1,2.5,0.4,3.5,3.3,91,40179
MN,Waverly city,7.1,5,0,89.1,0.2,3.8,92.1,71372
MN,Wayzata city,5,100,0,0,0,0,95.6,67835
MN,Welcome city,22,90.1,1,1.2,0.4,4.3,87.4,37917
MN,Wells city,20.7,95.3,1,0.5,2.6,0.5,82.4,39679
MN,Wendell city,9.5,86.9,4.8,0.5,0.6,20.9,93.5,42188
MN,Westbrook city,15.6,95.7,0.2,1.4,0,2.2,83.9,35729
MN,West Concord city,20.9,95.9,2.1,0.3,0.6,1.2,85.7,49125
MN,Westport city,37.8,91.7,0,1.5,1.5,1,85.2,35000
MN,West Roy Lake CDP,7.7,92.1,1.4,0.3,1.2,8,82.9,23750
MN,West St. Paul city,10.8,96.4,0,2.3,0.5,0,89.7,47710
MN,West Union city,6.3,95.5,0.1,0.6,0.1,7.5,95.3,63750
MN,Whalan city,4.9,93,1.9,0.3,2.9,1.7,81.8,(X)
MN,Wheaton city,10.7,97.5,0.5,0.3,0.1,1.8,89,45733
MN,Whipholt CDP,2.1,93.4,0.5,0.7,0.5,7.4,94.4,64375
MN,White Bear Lake city,5.7,98.8,0,0,0,0,95.7,62205
MN,White Earth CDP,53.5,96.5,0,0,0,0,75.6,17448
MN,Wilder city,11.1,95.8,0,0,0,0,82.9,58125
MN,Willernie city,12.9,81.4,5.6,0.3,9.1,3.8,95,51563
MN,Williams city,6.6,92.5,0,4.6,0,7.5,89.3,41607
MN,Willmar city,18.2,98.2,0.2,0,0.5,2.3,83.5,42250
MN,Willow River city,11.1,98.4,0,0.8,0.8,0,87.3,43333
MN,Wilmont city,10.2,62.2,5.5,0.7,8.6,35.4,87.3,45000
MN,Wilton city,10.9,96,0,1.8,0,0,87.6,66250
MN,Windom city,26.4,97.6,0,0.8,0.8,0,89.4,39549
MN,Winger city,8.4,98.9,0.2,0.2,0.2,0,82.5,37000
MN,Winnebago city,15.1,96.6,0.4,0.4,0.9,1.7,88.4,42083
MN,Winona city,20.1,93.5,0,5.4,0,0,91.2,41053
MN,Winsted city,7.8,95.4,1,0.7,0.9,1.9,91.6,55500
MN,Winthrop city,19,93.7,1,0,0,0.5,84.1,48828
MN,Winton city,20,95.8,0.7,0.5,0.7,1.6,75.3,33750
MN,Wolf Lake city,17.5,90.2,8.8,0,0,0.5,95.2,47917
MN,Wolverton city,10.8,28.8,69.2,0.1,0.2,1,93.5,57188
MN,Woodbury city,3.5,57.3,41.5,0.1,0.1,0.3,97.3,99698
MN,Wood Lake city,14.5,1.9,94.6,0.1,1.2,1.9,94.2,45357
MN,Woodland city,2.9,78.8,18.1,0,0,1.9,98.2,178000
MN,Woodstock city,37.2,15.9,82.2,0,0.5,1,87.2,30521
MN,Worthington city,20,69.5,29,0.2,0.2,1.4,70.9,47467
MN,Wrenshall city,12.7,21.2,77.8,0.1,0.1,0,92.3,55938
MN,Wright city,24.3,6.9,92.2,0,0,0.8,95.3,42857
MN,Wykoff city,17.1,57.4,39.1,0.1,1.9,2,88.3,41583
MN,Wyoming city,2,13,84.5,0,1.1,0.5,94.3,77708
MN,Zemple city,30.4,92.6,5.8,0,0.4,1.4,89.1,23333
