state,city,povertyRate,perWhite,perBlack,perNativeAm,perAsian,perHis,perCompHighSchool,medIncome
IA,Goose Lake city,4.2,99.2,0,0,0,0,94.2,70417
IA,Gowrie city,12.4,97.7,1,0.1,0.2,1.6,88.1,43250
IA,Graettinger city,11.9,98.5,0.4,0.1,0,0.8,90.7,41103
IA,Graf city,0,100,0,0,0,1.3,91.7,65417
IA,Grafton city,11.6,98.8,0,0,0.4,0,90,33333
IA,Grand Junction city,25.9,96.6,0.6,1.2,0.7,1.8,88.4,40156
IA,Grand Mound city,3.9,98.9,0,0,0.3,1.7,96.3,61250
IA,Grand River city,25.1,96.6,0,0.4,0,3.4,82.7,24844
IA,Grandview city,12,92.3,0.9,0.2,0.9,8.5,87.1,45250
IA,Granger city,7,98.5,0.3,0,0.4,1.5,93.8,71250
IA,Grant city,33.3,100,0,0,0,0,95.1,29375
IA,Granville city,7.6,89.7,0.6,0,0.3,13.1,91.6,59167
IA,Gravity city,9.9,99.5,0,0,0,1.1,79,38056
IA,Gray city,0,98.4,0,0,0,0,94.6,80833
IA,Greeley city,19.2,100,0,0,0,0,77.1,43393
IA,Greene city,6.4,98.6,0.2,0.2,0.3,0.4,90,47344
IA,Greenfield city,12.4,98,0.2,0.1,0.4,2.2,90.7,41823
IA,Green Mountain CDP,8,96.8,0,0,0.8,0.8,96.7,52250
IA,Greenville city,25.8,96,0,4,0,2.7,84.7,41250
IA,Grimes city,3.1,95,1.1,0.2,1.7,2.5,96.1,77652
IA,Grinnell city,11.3,91.9,2,0.3,2.7,3.2,93.1,45365
IA,Griswold city,16,97.5,1,0.3,0.1,1.1,88.4,43696
IA,Grundy Center city,10.5,98.6,0.2,0,0.1,0.4,94,50000
IA,Gruver city,10.2,97.9,2.1,0,0,1.1,93.2,47000
IA,Guernsey city,7.4,100,0,0,0,3.2,94,39583
IA,Guthrie Center city,15.1,96,0.1,0.4,0.2,3.6,88.8,37833
IA,Guttenberg city,11.5,98.3,0.2,0,0.5,1.3,93,38553
IA,Halbur city,0.8,99.6,0,0,0,0,92.8,58750
IA,Hamburg city,16.4,94.2,0.8,0.5,0.3,6.2,88.5,34931
IA,Hamilton city,16.4,100,0,0,0,1.5,93.5,50700
IA,Hampton city,17.2,89.1,0.6,0.2,0.3,21.5,82.1,45942
IA,Hancock city,3.6,95.9,0,0.5,0,2.6,91.2,47917
IA,Hanlontown city,3.8,97.3,0.9,0,0.4,4.9,93.6,55000
IA,Hansell city,9.3,99,0,0,1,0,94.1,55833
IA,Harcourt city,11,98,0.3,0.3,0.3,1.3,88.1,48750
IA,Hardy city,9.4,93.6,0,0,0,0,47.6,58750
IA,Harlan city,14.3,97,0.5,0.4,0.6,1.9,89.9,42378
IA,Harper city,5.4,94.7,0,0.9,0,5.3,93,55625
IA,Harpers Ferry city,7.6,99.7,0.3,0,0,0,88.4,39250
IA,Harris city,16.8,97.6,0,1.2,0,1.2,76.7,34107
IA,Hartford city,7.6,97.4,0.6,0.1,0.5,2.5,92.7,56094
IA,Hartley city,8.2,95.8,0,0.1,0.4,4.4,90.3,44301
IA,Hartwick city,3,97.7,0,0,0,0,98.5,56250
IA,Harvey city,20.1,97.4,0,0.4,1.3,0.9,86.7,44375
IA,Hastings city,22.7,99.3,0,0,0,1.3,87.4,28571
IA,Havelock city,44.7,92.8,0,1.4,0.7,6.5,90.7,28750
IA,Haverhill city,0.5,99.4,0,0,0,0,90.1,69583
IA,Hawarden city,14.6,86.8,0.5,0.9,0.3,20,79.7,47171
IA,Hawkeye city,18.8,99.1,0.7,0.2,0,0.2,90.5,42000
IA,Hayesville city,12.5,100,0,0,0,0,85.7,33333
IA,Hayfield CDP,0,100,0,0,0,0,100,-
IA,Hazleton city,19.5,96.8,0.5,1.6,0,1.6,92,40565
IA,Hedrick city,26.1,98.3,1.2,0,0,1.4,87.6,28333
IA,Henderson city,11.5,99.5,0,0,0,0.5,92.3,36563
IA,Hepburn city,53.6,100,0,0,0,0,93.8,(X)
IA,Hiawatha city,11.7,88.9,5.1,0.2,2.2,2.3,94.6,51127
IA,High Amana CDP,0,98.3,0,0,0,0,100,42232
IA,Hills city,26.3,93.3,0.3,0.7,1.3,4,93.1,50417
IA,Hillsboro city,21.1,98.9,0.6,0,0,3.3,83.4,37981
IA,Hinton city,6.4,98.8,0.3,0.2,0.2,0.6,95.1,64091
IA,Holiday Lake CDP,12.9,98.2,0.5,1.2,0.2,0.9,94.9,(X)
IA,Holland city,6.4,99.6,0,0,0,0,92.9,54375
IA,Holstein city,6.3,97.7,0.1,0.2,0.1,2,94.2,47708
IA,Holy Cross city,10.9,99.5,0,0,0,1.1,90.5,52292
IA,Homestead CDP,0,98,0.7,0,0,1.4,100,46595
IA,Hopkinton city,5.3,99,0,0,0,0.8,89.2,42250
IA,Hornick city,2.6,98.2,0.4,0,0.4,0.9,84.2,41944
IA,Hospers city,5.4,97.4,0.9,0.3,0.4,2.1,89,54500
IA,Houghton city,7.9,100,0,0,0,0,85.5,66875
IA,Hubbard city,4.2,97.6,0.1,0.1,0.4,2.8,86,48864
IA,Hudson city,4.1,98.1,0.3,0,0.5,1.6,97.9,77969
IA,Hull city,9.8,92.6,0.4,0.6,0.7,9.1,80.5,52969
IA,Humboldt city,15.8,94.9,0.6,0.1,0.4,5,91.9,43504
IA,Humeston city,5.9,97,0.2,0.4,0.4,0.6,92.1,39286
IA,Hutchins CDP,0,89.3,3.6,0,0,0,100,-
IA,Huxley city,11.4,95.6,1,0.2,0.5,2.2,93.3,64549
IA,Ida Grove city,15.4,98.2,0.3,0.2,0.1,0.8,89,40294
IA,Imogene city,0,98.6,0,0,0,1.4,88.5,(X)
IA,Independence city,10.6,97.6,0.3,0.1,0.7,1.2,92.1,50036
IA,Indianola city,13.3,96.9,0.5,0.2,0.7,1.5,95.5,49708
IA,Inwood city,5.6,97.9,0,0.1,0.1,1.4,87.9,44886
IA,Ionia city,7.7,99.7,0,0,0,0.7,94,50625
IA,Iowa City city,28.2,82.5,5.8,0.2,6.9,5.3,95.1,42375
IA,Iowa Falls city,8.2,94,2.7,0.4,0.7,3.9,92.3,48118
IA,Ireton city,8.8,97.9,0.2,0,0,3.6,92.6,48000
IA,Irvington CDP,0,100,0,0,0,0,100,-
IA,Irwin city,14.2,98.8,0,0,0,1.2,91.6,40795
IA,Jackson Junction city,6.5,98.3,0,0,1.7,0,96.8,48750
IA,Jacksonville CDP,25.8,83.3,0,0,0,16.7,100,18594
IA,Jamaica city,7.9,95.1,0,0,0,6.3,83.9,40417
IA,Janesville city,4.2,98.4,0.6,0,0.2,0.3,94.9,52625
IA,Jefferson city,11.6,97.9,0.1,0.1,0.2,2.3,90.7,44184
IA,Jesup city,4.5,98.2,0.3,0,0.2,1.4,97.4,56898
IA,Jewell Junction city,9.3,95.2,0.1,0,1.2,4.4,91.2,51613
IA,Johnston city,4.7,91,2.2,0.1,4.6,2,96.6,97457
IA,Joice city,8.4,96.8,0,0.5,0,0,95,36458
IA,Jolley city,2.7,100,0,0,0,4.9,90.3,27500
IA,Kalona city,16.1,97.2,0.4,0.3,0.2,2,84,41204
IA,Kamrar city,13,96.5,0,0,2,0,86.9,38125
IA,Kanawha city,20.9,96.8,0.8,0.6,0.3,5.2,86.7,39028
IA,Kellerton city,14.7,96.2,0,1,0,2.2,91.3,36563
IA,Kelley city,6.5,98.4,0.6,0,0.3,1,94.9,71667
IA,Kellogg city,6.1,98.2,0.2,0.2,0.5,2.2,88.7,48482
IA,Kensett city,21.4,98.1,0,0,1.1,0.8,90.9,26932
IA,Kent CDP,15.4,100,0,0,0,0,85.7,-
IA,Keokuk city,24.5,91.9,4,0.2,0.8,1.8,89.4,33608
IA,Keomah Village city,9.4,100,0,0,0,3.6,100,60625
IA,Keosauqua city,15.2,97.6,0.4,0,0.9,1.1,95.8,42788
IA,Keota city,24.5,98.3,0.4,0,0.2,0.2,90.5,43015
IA,Keswick city,8.3,97.6,0,1.2,0,0,94,41635
IA,Keystone city,7.3,99.2,0,0.5,0.2,0.6,93.6,56161
IA,Kimballton city,14.9,97.8,0,0.3,0.9,0,87.3,37188
IA,Kingsley city,10.5,98.2,0.2,0.1,0.1,1.3,94.2,61161
IA,Kinross city,11.9,100,0,0,0,0,78.9,35000
IA,Kirkman city,16.7,96.9,0,0,0,3.1,100,45750
IA,Kirkville city,2.8,97.6,0,0.6,0,1.8,88.9,45833
IA,Kiron city,19.7,91.4,0,0,0,16.1,91.3,35625
IA,Klemme city,18.1,98.6,0.4,0,0.2,0.4,94.6,46979
IA,Knierim city,12.8,96.7,0,0,0,5,100,53438
IA,Knoxville city,16.9,96.9,1.1,0.3,0.5,1.9,89.9,41225
IA,Lacona city,18.5,99.7,0,0,0,0.6,89.5,40179
IA,Ladora city,9.2,96.8,2.5,0,0,1.1,88.1,42750
IA,Lake City city,19.7,98.4,0.2,0.1,0.2,1.2,86.8,39115
IA,Lake Mills city,8.6,96.7,0.3,0,1,3.6,90,42760
IA,Lake Panorama CDP,4.2,98.5,0,0.2,0.3,1.6,100,63571
IA,Lake Park city,2.6,98.6,0,0,0,1,94.8,58750
IA,Lakeside city,2.9,76.7,2.2,0.2,5.7,32,82.5,67083
IA,Lake View city,7.3,99.3,0.3,0,0,0.1,91.4,50000
IA,Lakota city,21,94.1,0,0.8,0,5.9,82.6,30833
IA,Lambs Grove city,2,95.9,0,0,0,2.9,93.9,65938
IA,Lamoni city,23,88.6,5.7,0.6,1.1,4.5,89.5,32277
IA,Lamont city,8.7,98.3,0.2,0.4,0.4,0.4,87,42031
IA,La Motte city,7.9,96.2,0,0,0,0,91.7,57500
IA,Lanesboro city,10.5,95.9,0.8,0,0.8,3.3,89.7,30313
IA,Lansing city,11.3,98.8,0.1,0.2,0.4,0.6,95,36000
IA,La Porte City city,12.7,97.8,0.8,0.1,0.2,1,93.7,50281
IA,Larchwood city,5.5,98.6,0,0.1,0.2,1.2,90.4,54205
IA,Larrabee city,25.1,97.7,2.3,0,0,4.5,89.3,39545
IA,Latimer city,6.7,91.5,0.2,0.4,0.2,20.1,81.9,40417
IA,Laurel city,11.1,98.7,0.4,0,0.4,2.1,90.8,41477
IA,Laurens city,11.5,97.5,0.3,0.4,0.3,1.4,89.4,38125
IA,Lawler city,9.4,92.7,0.2,0,0,8.9,92.9,46250
IA,Lawton city,3.2,98.8,0.2,0.1,0.2,0.4,95.5,65556
IA,Leando CDP,35.9,100,0,0,0,0,100,(X)
IA,Le Claire city,4.9,96.2,1,0.1,0.4,3,98.7,77127
IA,Ledyard city,7.7,99.2,0,0,0,0.8,92.1,34167
IA,Le Grand city,6.1,97.1,0.1,0.4,0.1,3.5,95,55357
IA,Lehigh city,22.4,98.6,0.2,0,0,0.2,92.6,30375
IA,Leighton city,3,99.4,0,0,0,0,93.5,50000
IA,Leland city,13.5,93.4,1,1,1.4,5.5,92.4,35938
IA,Le Mars city,9.5,94.2,0.5,0.3,0.7,5.4,89.7,50283
IA,Lenox city,18.1,91.3,0.4,0,0.4,19.8,85.6,36741
IA,Leon city,22.3,98.1,0.7,0.3,0.6,2,86.5,36172
IA,Le Roy city,50,93.3,0,0,0,0,100,-
IA,Lester city,6.1,93.5,0.3,0.7,0.3,5.4,94.7,56731
IA,Letts city,16.5,94.8,0,0.5,0,5.2,87.6,46250
IA,Lewis city,17.2,96.8,0,1.2,0,1.4,84,41125
IA,Libertyville city,8.7,97.8,0,0.3,0,1.3,92.8,55357
IA,Lidderdale city,7.9,99.4,0,0,0.6,0,96.5,44306
IA,Lime Springs city,10.7,99.4,0,0.2,0.4,0.4,87.9,48056
IA,Lincoln city,16.1,99.4,0,0,0,4.3,89.8,28333
IA,Linden city,11.5,99,0.5,0,0,1,79.5,35000
IA,Lineville city,12.7,99.1,0,0,0.5,0,83.5,35833
IA,Linn Grove city,4.4,96.8,0.6,0,0,8.4,94.6,39375
IA,Lisbon city,10.7,97.8,0.5,0.2,0.1,1.2,91.9,49135
IA,Liscomb city,13.6,93,0,0,3,2,95.2,54375
IA,Little Cedar CDP,0,100,0,0,0,0,100,28438
IA,Little Rock city,9.8,99.8,0,0,0,0.7,87.6,51719
IA,Little Sioux city,15,100,0,0,0,2.4,75.2,32500
IA,Livermore city,13.7,96.9,0.5,0.3,0,2.3,91.1,54500
IA,Lockridge city,18,96.6,0,0,0,4.5,90.2,37500
IA,Logan city,10.2,98.6,0.1,0.1,0.4,0.8,89.1,58125
IA,Lohrville city,14.2,97.6,0,0.5,0,1.4,89.5,46375
IA,Lone Rock city,5.9,99.3,0,0,0,1.4,82.6,45313
IA,Lone Tree city,10.5,94.8,0.7,0.2,0.5,4,95,61667
IA,Long Grove city,3.2,97.8,0,0,0.2,3.3,98.1,93750
IA,Lorimor city,32.8,98.1,0.3,0.8,0,0.8,88.2,34688
IA,Lost Nation city,30,99.1,0.9,0,0,1.3,89.9,40714
IA,Loveland CDP,0,100,0,0,0,0,40,-
IA,Lovilia city,18,99.4,0.2,0.2,0,0.7,89,42273
IA,Lowden city,9.6,99.1,0.1,0,0,0.8,91.7,38056
IA,Low Moor city,12.3,97.6,0.7,0,0,0.3,92.3,44167
IA,Luana city,14.2,99.3,0,0,0,5.6,87.9,43250
IA,Lucas city,11.2,95.4,0.5,0,0,1.9,88.9,50938
IA,Luther city,3.1,98.4,0.8,0,0.8,1.6,97.6,65250
IA,Lu Verne city,28.9,96.9,0,1.5,0,3.8,82.4,34250
IA,Luxemburg city,7.9,100,0,0,0,1.7,87.5,46875
IA,Luzerne city,2,91.7,2.1,0,0,5.2,96.5,57500
IA,Lynnville city,7.1,100,0,0,0,0.8,90.9,62981
IA,Lytton city,15.2,99,0,0,0,2.2,90.4,46250
IA,McCallsburg city,23,97.6,0.6,0,0,1.2,91.7,44375
IA,McCausland city,7.8,97.9,0,0,0,1.7,92.7,64896
IA,McClelland city,0.8,94,1.3,0,0,2,94.4,66250
IA,Macedonia city,10.2,97.6,0,0,0.8,0.4,90.5,51250
IA,McGregor city,11.1,96.9,0.1,0.3,0.5,1.7,94,39327
IA,McIntire city,12.8,100,0,0,0,1.6,76.3,31500
IA,Macksburg city,21,96.5,0,1.8,0,0,86.7,42188
IA,Madrid city,9.7,98.6,0.2,0.1,0.1,0.8,91,54444
IA,Magnolia city,8.3,100,0,0,0,0,87.3,49375
IA,Maharishi Vedic City city,17.3,95,2.3,0,1.5,1.9,98.4,55313
IA,Malcom city,13.5,98.6,0.3,0.3,0,1,88.8,39712
IA,Mallard city,14.3,96.4,0,0.4,0,4.4,91.4,35972
IA,Maloy city,0,100,0,0,0,0,100,61250
IA,Malvern city,11,97.7,0.3,0.4,0.2,0.8,90.4,61842
IA,Manchester city,16.8,97.7,0.6,0.3,0.4,0.9,89.6,45616
IA,Manilla city,15,97.9,0,0,0.1,2.6,86.3,35536
IA,Manly city,16,97.7,0.5,0.2,0.3,2.5,92.2,42434
IA,Manning city,15.9,98.1,0.7,0.4,0.3,1.1,92.9,42548
IA,Manson city,12.5,99.2,0,0.2,0,0.8,94.3,37434
IA,Mapleton city,13.6,95.8,0.9,1,0.2,1.6,89.1,40294
IA,Maquoketa city,19.9,95,0.7,0.4,0.3,1.8,91.4,39269
IA,Marathon city,37.3,98.7,0,0,0,2.5,79.3,37250
IA,Marble Rock city,4.9,99,0,0,0.3,0,83,38438
IA,Marcus city,7.7,98,0,1.3,0.1,0.7,91.2,52143
IA,Marengo city,14.8,97.3,0.6,0.6,0.4,2.8,88.9,44045
IA,Marion city,6.6,93.7,2,0.3,1.6,2,96.4,64527
IA,Marne city,5.4,99.2,0,0,0,0,94,43750
IA,Marquette city,17,98.7,0,0.8,0.3,0.5,88,34808
IA,Marshalltown city,13.6,84.8,2.2,0.6,1.7,24.1,78.1,50396
IA,Martelle city,6.3,97.6,0,0,1.6,0.8,93.2,46667
IA,Martensdale city,12.5,98.5,0,0,0,1.9,93.3,51964
IA,Martinsburg city,6.1,99.1,0.9,0,0,0,89.2,56458
IA,Marysville city,8.3,93.9,0,0,0,0,85.3,40250
IA,Mason City city,14.7,93.8,1.8,0.3,0.9,5.1,92.8,43525
IA,Masonville city,12.1,96.9,0,0,0,0.8,87,28438
IA,Massena city,14.4,99.4,0.3,0,0,2.8,91.7,36250
IA,Matlock city,0,100,0,0,0,0,93.3,71875
IA,Maurice city,0.7,95.6,0.4,0,0,5.8,90.7,56406
IA,Maxwell city,2.5,98.6,0.3,0.2,0.4,0.4,95.9,65625
IA,Maynard city,8.6,98.6,0.2,0,0,2.5,89.5,44000
IA,Maysville city,18,98.9,0,0,0.6,0,93.2,33214
IA,Mechanicsville city,10.8,97.8,0.3,0.2,0.3,1.7,92.1,54250
IA,Mediapolis city,8.3,98.5,0.3,0.1,0,1,92.7,50333
IA,Melbourne city,10,98.6,0.4,0,0,1,95.1,48194
IA,Melcher-Dallas city,20.8,97.7,0.2,0.2,0,2.1,87.3,37586
IA,Melrose city,17.3,96.4,0,0,0.9,0,82.7,41250
IA,Melvin city,4.2,97.7,0,0,0,1.4,89.6,46250
IA,Menlo city,8.6,97.2,0.3,0,0.6,1.4,87.8,41500
IA,Meriden city,4.9,100,0,0,0,0,94,44375
IA,Merrill city,9.6,97.9,0,0.7,0.5,0.9,93.5,52500
IA,Meservey city,21,99.2,0,0,0,3.1,96.3,50625
IA,Meyer CDP,-,100,0,0,0,0,-,-
IA,Middle Amana CDP,0,98.5,0.5,0,0.7,0.7,90.9,69141
IA,Middletown city,9.6,95.3,1.6,0,1.6,1.3,94.6,49643
IA,Miles city,7.1,97.5,0.4,0.4,0,1.8,90.7,49000
IA,Milford city,12.5,98,0.1,0.1,0.6,1.2,93.8,47024
IA,Miller CDP,-,100,0,0,0,0,-,-
IA,Millersburg city,15.2,98.7,0,0,0,1.9,89.8,52857
IA,Millerton city,35.7,95.6,2.2,2.2,0,0,100,38750
IA,Milo city,6.6,97.5,0.3,0.4,0.1,1.3,96,57566
IA,Milton city,21.3,98.2,0.2,0,0.2,2.9,73.4,38036
IA,Minburn city,5.5,98.1,0.3,0.8,0.3,1.1,94.2,44318
IA,Minden city,1.4,98.7,0.2,0.2,0.5,0.5,94.7,62917
IA,Mineola CDP,0,96.4,3.6,0,0,0,100,40568
IA,Mingo city,7.9,97.7,0.7,0,0,1,96.4,35313
IA,Missouri Valley city,11.1,97.6,0.3,0.3,0.1,2.1,90.4,44150
IA,Mitchell city,9.4,100,0,0,0,0,82.5,41250
IA,Mitchellville city,10.6,91.7,5.8,0.8,0.5,2.4,90.9,54107
IA,Modale city,20.1,98.2,0,0.7,0.7,0.4,92.9,51167
IA,Mona CDP,0,100,0,0,0,0,100,62784
IA,Mondamin city,7.2,97.8,0.2,0,0.5,1,91.3,45682
IA,Monmouth city,20.1,98,0.7,0,0.7,2,83.3,40000
IA,Monona city,8.7,98.3,0.5,0.1,0.3,1,89.5,48209
IA,Monroe city,7.5,98.7,0.3,0.1,0.5,0.6,93.4,55714
IA,Montezuma city,17.4,98.2,0.4,0.3,0.1,1.4,94.3,50966
IA,Monticello city,5.8,98.6,0.3,0,0.3,1.3,92.6,47083
IA,Montour city,8.8,94.4,0,4.4,0,3.2,85.6,57321
IA,Montrose city,14.1,98.2,0.4,0,0.3,0.6,92.7,44444
IA,Moorhead city,24.6,98.2,0.4,0,0.9,0.9,97.3,32750
IA,Moorland city,20.7,99.4,0,0,0,1.8,81.8,38125
IA,Moravia city,3.6,98.5,0,0.2,0.2,1.2,91.1,41196
IA,Morley city,29,99.1,0,0,0,0.9,86.8,30313
IA,Morning Sun city,10.3,98.3,0.5,0.1,0,1.6,84.8,47778
IA,Morrison city,2.1,92.6,2.1,0,1.1,0,95.3,56250
IA,Moulton city,35.5,98.3,0,0.3,0,0.8,86.7,32083
IA,Mount Auburn city,6,98,0,1.3,0,0.7,91.1,45417
IA,Mount Ayr city,10.4,98.1,0.1,0.1,0.7,1.6,87.5,45688
IA,Mount Pleasant city,20.2,85.7,4.3,0.4,4.4,6.7,92.1,45539
IA,Mount Sterling CDP,0,100,0,0,0,0,100,127875
IA,Mount Union city,26.3,100,0,0,0,3.7,85.5,41667
IA,Mount Vernon city,4.9,95,0.9,0.2,1.7,1.9,96.7,68910
IA,Moville city,5.6,96.7,0.4,0.6,0.4,1.9,97,56250
IA,Murray city,16.9,98.1,0.5,0,0,2.9,90.8,40417
IA,Muscatine city,14.7,87.8,2.3,0.5,0.8,16.6,85.4,44601
IA,Mystic city,18.2,98.8,0.2,0,0,1.9,81.4,28906
IA,Nashua city,6.6,98.6,0.4,0,0.5,0.1,94,46121
IA,Nemaha city,3.8,88.2,3.5,0,1.2,12.9,75,40000
IA,Neola city,10.9,98.8,0.2,0.1,0.1,2.7,97,47969
IA,Nevada city,14.9,94.3,1.3,0.3,1,3.4,91.1,55657
IA,New Albin city,3.4,97.1,0.4,1.5,0.4,0.4,95.1,26912
IA,Newell city,14.4,95.5,0.3,0.1,0.3,4.2,90.9,55500
IA,Newhall city,1.7,98.3,1,0.1,0.3,1,97.2,66771
IA,New Hampton city,8.1,96,0.3,0.1,0.5,3.9,87.8,41455
IA,New Hartford city,8,98.1,0,0.4,0.2,1.6,96.2,47065
IA,New Haven CDP,13.7,98.9,0,0,0,3.3,100,26310
IA,New Liberty city,0.7,92.7,4.4,0,0,0,93.8,56563
IA,New London city,13.7,96.5,1.7,0.3,0.4,0.9,93.5,46830
IA,New Market city,13.2,98.1,0,0.2,0.2,0.2,94,42321
IA,New Providence city,20.4,96.1,0.9,0.9,0,1.8,95.3,49500
IA,New Sharon city,9.6,99.1,0,0.4,0,0.3,93.8,57065
IA,Newton city,13.5,96.7,0.7,0.3,0.6,1.7,91.6,46512
IA,New Vienna city,8.9,98.8,0.2,0,0.7,0.2,89.2,55469
IA,New Virginia city,7.2,99.4,0.2,0.2,0,0.8,94.3,58438
IA,Nichols city,8.1,87.4,1.1,0,2.1,16.3,86.8,51250
IA,Nodaway city,37.1,98.2,0,0,0,0,89.7,35000
IA,Nora Springs city,8.1,99.1,0.1,0,0.2,1.4,90.4,42500
IA,Northboro city,22.5,100,0,0,0,3.4,91.7,31250
IA,North Buena Vista city,13.7,98.3,0,0,0.8,0,75,30250
IA,North English city,18.9,99.2,0.3,0,0,0.7,91.4,46625
IA,North Liberty city,8,90.2,4.5,0.2,1.8,3.5,97.3,72451
IA,North Washington city,6.3,97.4,1.7,0,0,2.6,97.8,47188
IA,Northwood city,18.8,97.3,0.5,0.2,0.1,2.3,89.4,39583
IA,Norwalk city,1.5,96.9,0.5,0.2,0.6,2.5,96.9,79252
IA,Norway city,14.5,98,0.6,0.4,0.2,0.4,94.7,48516
IA,Numa city,4.4,100,0,0,0,0,67.9,37500
IA,Oakland city,6.1,96.7,0.5,0.2,0,4.3,92.3,67386
IA,Oakland Acres city,1.8,98.1,0.6,0,1.3,3.2,100,82083
IA,Oakville city,28.2,97.7,0,0,0,2.9,82.4,27500
IA,Ocheyedan city,13.7,95.7,0.2,0.4,0.2,3.7,91.9,42188
IA,Odebolt city,4.5,98.5,0.2,0.2,0.1,1.8,91.2,47727
IA,Oelwein city,13.5,96.1,0.9,0.1,0.6,2.9,85.7,37875
IA,Ogden city,8.3,98.9,0,0.3,0,1.1,95.1,50313
IA,Okoboji city,10.3,98.8,0.1,0,0.1,2.6,96.9,56932
IA,Olds city,9.2,96.1,0.4,1.7,0,1.3,93.2,50313
IA,Olin city,22.5,97.3,1.1,0.1,1,1.6,90.9,40179
IA,Ollie city,5.8,99.1,0,0,0.5,0,78.5,40469
IA,Onawa city,23.8,96.4,0.4,1.7,0.3,1.2,92.9,31610
IA,Onslow city,20.5,95.9,2.5,0,0.5,1,92.9,40938
IA,Orange City city,8.1,93.2,0.6,0.3,1.4,7,95.4,62568
IA,Orchard city,14.7,95.8,1.4,2.8,0,0,93.1,50000
IA,Orient city,16,98,0,0.2,0,2.2,94.5,44063
IA,Orleans city,3.9,99,0.2,0,0.5,0.3,97.6,67614
IA,Osage city,10.4,98.1,0.2,0.1,0.3,1.3,94.3,48059
IA,Osceola city,21.8,91,0.6,0.4,0.6,17.6,84.5,40204
IA,Oskaloosa city,20.1,93.3,2,0.3,1.7,2.4,91.1,40016
IA,Ossian city,12.8,98.5,0,0,0.2,3.3,93.3,51583
IA,Osterdock city,1.5,94.9,0,0,0,3.4,94.6,68125
IA,Otho city,7.7,97.6,0.6,0.4,0,2,87.4,42232
IA,Oto city,30.2,96.3,0,0.9,0.9,9.3,81.5,38438
IA,Otranto CDP,0,92.6,0,0,0,0,100,-
IA,Ottosen city,39.3,90.9,0,0,0,3.6,85.7,40000
IA,Ottumwa city,21,90.2,1.9,0.6,0.9,11.3,84.1,38570
IA,Owasa city,0,90.7,0,0,0,0,100,26875
IA,Oxford city,2.9,92.9,3.3,0,1.5,2.4,90.7,60441
IA,Oxford Junction city,23.8,99,0,0.6,0.4,0,87.3,35417
IA,Oyens city,20.7,100,0,0,0,0,100,62813
IA,Pacific Junction city,12.3,96,0,0.6,0,2.1,73.7,39688
IA,Packwood city,3.1,96.6,1,0,0,0.5,82.5,58500
IA,Palmer city,22.8,95.8,0.6,1.2,0,1.2,82.9,43750
IA,Palo city,5.6,97.6,0.5,0.1,0.3,1.4,96.8,69444
IA,Panama city,7.6,96.4,0,0,0,1.8,90.5,54792
IA,Panora city,8.5,98.5,0.2,0,0.4,1.4,87.9,46371
IA,Panorama Park city,11.1,96.9,0,2.3,0.8,0.8,84.3,47500
IA,Parkersburg city,8.2,99,0.2,0,0.2,1,93.1,43452
IA,Park View CDP,2.5,94.2,2.3,0,0.8,3.7,96.1,75551
IA,Parnell city,8,97.4,0,2.1,0,0.5,96.3,57750
IA,Paton city,13.6,96.2,1.7,2.1,0,3,96.4,54375
IA,Patterson city,8.7,99.2,0,0,0,0,89.3,50000
IA,Paullina city,10.1,98.7,0.8,0,0,1.2,92,54375
IA,Pella city,9.8,95,0.7,0.2,2.3,1.7,90.7,55551
IA,Peosta city,13.1,96.9,2,0.1,0.1,0.9,96,81397
IA,Percival CDP,0,90.8,1.1,0,0,9.2,100,(X)
IA,Perry city,13.8,79.1,1.8,0.5,0.8,35,77.7,42225
IA,Persia city,11.7,97.8,0.3,1.9,0,0.3,91.3,55714
IA,Peterson city,10,99.4,0,0,0,2.1,88.9,38750
IA,Pierson city,10.9,94.5,0.8,1.9,0.5,1.1,92,36250
IA,Pilot Mound city,22.4,96,2.3,0.6,0,0,84.8,32188
IA,Pioneer city,100,95.7,4.3,0,0,0,100,-
IA,Pisgah city,17.5,97.6,0,0.8,0,3.2,88.3,36875
IA,Plainfield city,4.2,97.9,0.5,0,0,0.5,93.8,52917
IA,Plano city,5,90,8.6,0,0,8.6,90.9,43750
IA,Pleasant Hill city,6.6,91,2.7,0.3,2.5,4.5,92,72431
IA,Pleasanton city,16.7,100,0,0,0,0,86.7,37083
IA,Pleasant Plain city,4.3,100,0,0,0,1.1,84.2,36875
IA,Pleasantville city,11.8,97.8,0.3,0.1,0.7,1.7,93.8,48100
IA,Plover city,0,98.7,0,0,0,0,93.8,36250
IA,Plymouth city,5.4,97.4,0.5,0.3,0.3,2.4,88.5,48438
IA,Pocahontas city,14.5,98.3,0.3,0.1,0.1,1.3,93,41447
IA,Polk City city,2.5,97.2,0.8,0.2,0.4,0.9,97.5,78903
IA,Pomeroy city,25.7,96.8,0.5,1.1,0.3,3.2,91.3,37986
IA,Popejoy city,48.2,98.7,0,0,0,0,100,(X)
IA,Portland CDP,0,100,0,0,0,0,100,-
IA,Portsmouth city,9.7,98.5,0.5,0,0,0,90.6,46250
IA,Postville city,24.4,77,4.4,0.6,1,32,72.2,33944
IA,Prairieburg city,5.1,100,0,0,0,1.7,81.9,44063
IA,Prairie City city,8.3,96.4,0.5,0.2,1,1.5,93.5,58173
