Geographic Area,City,percent_completed_hs,Median Income
MN,Darfur city,70.1,40750
MN,Darwin city,86.9,36375
MN,Dassel city,88.5,40682
MN,Dawson city,91.1,38750
MN,Dayton city,96.3,83681
MN,Deephaven city,99.8,133947
MN,Deer Creek city,86.2,30938
MN,Deer River city,86.7,26875
MN,Deerwood city,90.9,30250
MN,De Graff city,75.6,40313
MN,Delano city,94.5,71635
MN,Delavan city,88.1,48000
MN,Delhi city,73.7,25000
MN,Dellwood city,98.7,163333
MN,Denham city,83.3,22500
MN,Dennison city,92.8,58125
MN,Dent city,85.7,38125
MN,Detroit Lakes city,92.2,38627
MN,Dexter city,90.2,44000
MN,Dilworth city,93.6,49886
MN,Dodge Center city,89.4,51080
MN,Donaldson city,84.2,(X)
MN,Donnelly city,94.6,43000
MN,Doran city,100,62500
MN,Dover city,94.9,72321
MN,Dovray city,74.6,30000
MN,Duluth city,93.1,45034
MN,Dumont city,84.2,68214
MN,Dundas city,94.3,66300
MN,Dundee city,84.6,42500
MN,Dunnell city,83.7,36875
MN,Eagan city,96.4,82265
MN,Eagle Bend city,90.1,38500
MN,Eagle Lake city,95.3,73654
MN,East Bethel city,95.4,87245
MN,East Grand Forks city,92.7,55590
MN,East Gull Lake city,97.5,76786
MN,Easton city,98.1,59063
MN,Ebro CDP,82.5,36250
MN,Echo city,96.5,49583
MN,Eden Prairie city,97.1,97640
MN,Eden Valley city,89,31433
MN,Edgerton city,82.2,48125
MN,Edina city,97.6,88298
MN,Effie city,84.3,48750
MN,Eitzen city,90.2,44375
MN,Elba city,84.2,31667
MN,Elbow Lake CDP,86.5,(X)
MN,Elbow Lake city,90.7,40221
MN,Elgin city,93.8,64531
MN,Elizabeth city,93.8,47188
MN,Elko New Market city,99.2,105042
MN,Elk River city,95.2,77938
MN,Elkton city,95.7,(X)
MN,Ellendale city,86,50278
MN,Ellsworth city,80.5,43558
MN,Elmdale city,72.6,38750
MN,Elmore city,84.4,34205
MN,Elrosa city,76,38214
MN,Ely city,93.5,36059
MN,Elysian city,85.8,63929
MN,Emily city,91.1,38173
MN,Emmons city,94.3,46250
MN,Erhard city,84.2,39286
MN,Erskine city,82.6,35268
MN,Esko CDP,98.4,76250
MN,Evan city,79.5,20000
MN,Evansville city,91.6,36771
MN,Eveleth city,92,38382
MN,Excelsior city,97,46995
MN,Eyota city,95.1,64214
MN,Fairfax city,77.9,42552
MN,Fairhaven CDP,93.6,54375
MN,Fairmont city,85.6,47428
MN,Falcon Heights city,98.6,71765
MN,Faribault city,84.5,48220
MN,Farmington city,94.4,87925
MN,Farwell city,89.4,43056
MN,Federal Dam city,85.7,53750
MN,Felton city,94.4,41136
MN,Fergus Falls city,91.2,43852
MN,Fertile city,84.1,36648
MN,Fifty Lakes city,90.6,45625
MN,Finland CDP,91.3,43750
MN,Finlayson city,86.3,40625
MN,Fisher city,93.4,55714
MN,Fish Lake CDP,98.5,79500
MN,Flensburg city,91.1,43125
MN,Floodwood city,85.7,26417
MN,Florence city,100,73125
MN,Foley city,85.9,52264
MN,Forada city,92.6,55625
MN,Forest Lake city,95.2,69315
MN,Foreston city,86.6,64896
MN,Fort Ripley city,93.8,(X)
MN,Fosston city,88.7,31204
MN,Fountain city,97.6,60000
MN,Foxhome city,78.6,41250
MN,Franklin city,89.2,41806
MN,Frazee city,83.4,41000
MN,Freeborn city,94.2,44375
MN,Freeport city,90.4,62321
MN,Fridley city,90,54652
MN,Frontenac CDP,81.8,51250
MN,Frost city,90.3,34750
MN,Fulda city,86.4,42315
MN,Funkley city,80,23750
MN,Garden City CDP,88,50417
MN,Garfield city,85.6,39250
MN,Garrison city,89.2,40625
MN,Garvin city,86.9,33750
MN,Gary city,90.6,58750
MN,Gaylord city,87.3,42228
MN,Gem Lake city,95.3,120625
MN,Geneva city,95.3,60511
MN,Genola city,73.8,61250
MN,Georgetown city,88.1,48333
MN,Ghent city,92.5,56477
MN,Gibbon city,84.6,49464
MN,Gilbert city,97.3,47326
MN,Gilman city,92,68472
MN,Glencoe city,84.8,48276
MN,Glenville city,92,46917
MN,Glenwood city,95.3,43125
MN,Glyndon city,94.4,72000
MN,Golden Valley city,96.8,81534
MN,Gonvick city,81.9,31786
MN,Goodhue city,95.4,72500
MN,Goodridge city,83,46250
MN,Good Thunder city,93.4,47188
MN,Goodview city,94.4,60879
MN,Graceville city,89.1,55250
MN,Granada city,91,38125
MN,Grand Marais city,95.7,40000
MN,Grand Meadow city,86.7,50648
MN,Grand Rapids city,93.4,39777
MN,Granite Falls city,90.5,44432
MN,Grant city,97.3,106897
MN,Grasston city,87.7,47321
MN,Greenbush city,91.3,51544
MN,Greenfield city,97,107660
MN,Green Isle city,92.6,54167
MN,Greenwald city,93,50714
MN,Greenwood city,99.4,125417
MN,Grey Eagle city,83.5,36429
MN,Grove City city,92.2,38438
MN,Grygla city,95.3,47955
MN,Gully city,96.8,41667
MN,Hackensack city,86.2,27969
MN,Hadley city,87.1,39167
MN,Hallock city,93.4,59821
MN,Halma city,65.9,41250
MN,Halstad city,76,41458
MN,Hamburg city,94.6,53750
MN,Ham Lake city,95.5,91603
MN,Hammond city,86.2,46719
MN,Hampton city,94.3,66154
MN,Hancock city,90.1,50000
MN,Hanley Falls city,85.3,57083
MN,Hanover city,100,92679
MN,Hanska city,91.3,49500
MN,Harding city,80,36250
MN,Hardwick city,84.6,39167
MN,Harmony city,87.1,30855
MN,Harris city,92,50833
MN,Hartland city,88.8,48036
MN,Hastings city,94.2,62976
MN,Hatfield city,93.3,47917
MN,Hawley city,92.7,56630
MN,Hayfield city,95.4,46500
MN,Hayward city,84.5,52750
MN,Hazel Run city,83.3,24063
MN,Hector city,89.3,55776
MN,Heidelberg city,92.7,72500
MN,Henderson city,90.8,52188
MN,Hendricks city,90.7,43625
MN,Hendrum city,91.1,55250
MN,Henning city,87.7,30114
MN,Henriette city,83.3,25625
MN,Herman city,93.4,40500
MN,Hermantown city,94.1,65662
MN,Heron Lake city,89.9,38472
MN,Hewitt city,92.6,38750
MN,Hibbing city,90.1,43831
MN,Hill City city,87.3,26719
MN,Hillman city,84.6,53750
MN,Hills city,85.7,49375
MN,Hilltop city,70.2,22073
MN,Hinckley city,91.7,30347
MN,Hitterdal city,92.4,61750
MN,Hoffman city,87.7,41583
MN,Hokah city,93.2,44375
MN,Holdingford city,95.8,53224
MN,Holland city,87.4,32083
MN,Hollandale city,91.5,45000
MN,Holloway city,87.5,45000
MN,Holt city,91.7,64583
MN,Homer CDP,92.2,64375
MN,Hopkins city,91.4,50252
MN,Houston city,88.5,41136
MN,Howard Lake city,87.8,48295
MN,Hoyt Lakes city,92.2,47939
MN,Hugo city,96.7,82880
MN,Humboldt city,93.3,23750
MN,Hutchinson city,93.9,51032
MN,Ihlen city,85.7,29000
MN,Independence city,98.3,101169
MN,Inger CDP,82.7,53125
MN,International Falls city,87.4,34528
MN,Inver Grove Heights city,93,65108
MN,Iona city,79.1,38750
MN,Iron Junction city,83.5,50000
MN,Ironton city,86.3,29844
MN,Isanti city,93.2,58431
MN,Isle city,85.3,27431
MN,Ivanhoe city,86.1,37188
MN,Jackson city,87.9,43274
MN,Janesville city,92.9,59340
MN,Jasper city,85.9,37171
MN,Jeffers city,82.4,41875
MN,Jenkins city,94.6,47500
MN,Johnson city,100,-
MN,Jordan city,96.1,68252
MN,Kandiyohi city,93.8,44722
MN,Karlstad city,83.8,35313
MN,Kasota city,89.5,52361
MN,Kasson city,96.1,68200
MN,Keewatin city,88.4,40714
MN,Kelliher city,88.6,39432
MN,Kellogg city,89.8,52500
MN,Kennedy city,88.5,47292
MN,Kenneth city,95.7,(X)
MN,Kensington city,86.9,34375
MN,Kent city,91.3,55417
MN,Kenyon city,89.9,52988
MN,Kerkhoven city,89.4,48472
MN,Kerrick city,78.4,43750
MN,Kettle River city,99.1,31750
MN,Kiester city,94.1,34453
MN,Kilkenny city,95.3,47500
MN,Kimball city,87.6,42443
MN,Kinbrae city,100,-
MN,Kingston city,86.8,47083
MN,Kinney city,87,42500
MN,La Crescent city,94.7,52275
MN,Lafayette city,91,49286
MN,Lake Benton city,92.1,30500
MN,Lake Bronson city,82,24375
MN,Lake City city,91,47869
MN,Lake Crystal city,93.2,61196
MN,Lake Elmo city,96.2,99125
MN,Lakefield city,91.4,44500
MN,Lake George CDP,92.4,45000
MN,Lake Henry city,86.7,45000
MN,Lakeland city,95.9,84464
MN,Lakeland Shores city,95,79643
MN,Lake Lillian city,92.2,48750
MN,Lake Park city,85.9,45714
MN,Lake St. Croix Beach city,96.2,60938
MN,Lake Shore city,97.5,65147
MN,Lakeville city,96.4,95130
MN,Lake Wilson city,89.2,46146
MN,Lamberton city,84,45650
MN,Lancaster city,90.2,45781
MN,Landfall city,69.3,31979
MN,Lanesboro city,94.1,44432
MN,Lansing CDP,81,47614
MN,Laporte city,82.7,38393
MN,La Prairie city,90.5,52550
MN,La Salle city,96.9,43438
MN,Lastrup city,96.5,58542
MN,Lauderdale city,88.1,41792
MN,Le Center city,84,48871
MN,Lengby city,84.8,27292
MN,Leonard city,65.6,41875
MN,Leonidas city,97,22917
MN,Leota CDP,84.2,41964
MN,Le Roy city,89.1,51875
MN,Lester Prairie city,86.7,51705
MN,Le Sueur city,88.1,50833
MN,Lewiston city,88.2,60347
MN,Lewisville city,87.9,45500
MN,Lexington city,87.4,54637
MN,Lilydale city,97.9,75625
MN,Lindstrom city,94.3,60839
MN,Lino Lakes city,95.6,102904
MN,Lismore city,86.5,38750
MN,Litchfield city,88.9,50639
MN,Little Canada city,92,50156
MN,Little Falls city,88.3,40920
MN,Littlefork city,86,36522
MN,Little Rock CDP,77.4,37361
MN,Long Beach city,98.3,67500
MN,Long Lake city,96.3,68125
MN,Long Prairie city,78.3,37825
MN,Longville city,92.7,22917
MN,Lonsdale city,96.1,67792
MN,Loretto city,96.1,81000
MN,Louisburg city,83.9,(X)
MN,Lowry city,90,55500
MN,Lucan city,95.9,48750
MN,Lutsen CDP,94.8,(X)
MN,Luverne city,88.6,44583
MN,Lyle city,83.3,45313
MN,Lynd city,91.6,70625
MN,Mabel city,85.5,41250
MN,McGrath city,80,(X)
MN,McGregor city,81.4,24444
MN,McIntosh city,89,29737
MN,McKinley city,94.5,45000
MN,Madelia city,83.3,48438
MN,Madison city,88.4,41429
MN,Madison Lake city,96.2,65227
MN,Magnolia city,80,41667
MN,Mahnomen city,83.1,36645
MN,Mahnomen CDP,84.8,25250
MN,Mahtomedi city,97.9,94258
MN,Mahtowa CDP,97.5,62250
MN,Manchester city,97,39583
MN,Manhattan Beach city,100,(X)
MN,Mankato city,94.1,41425
MN,Mantorville city,96.6,60735
MN,Maple Grove city,97.4,92680
MN,Maple Lake city,91.8,60324
MN,Maple Plain city,94.2,59042
MN,Mapleton city,92.3,50703
MN,Mapleview city,74,29500
MN,Maplewood city,90.7,62527
MN,Marble city,93.6,42578
MN,Marietta city,88.5,36250
MN,Marine on St. Croix city,97.8,99375
MN,Marshall city,91.7,46863
MN,Martin Lake CDP,98.5,67031
MN,Mayer city,96.8,90052
MN,Maynard city,89,45000
MN,Mazeppa city,89.8,62083
MN,Meadowlands city,71.2,20000
MN,Medford city,93.2,67112
MN,Medicine Lake city,99.2,82917
MN,Medina city,98.9,132045
MN,Meire Grove city,83.1,40833
MN,Melrose city,79.3,39359
MN,Menahga city,83.2,26094
MN,Mendota city,97.3,66250
MN,Mendota Heights city,97.3,95353
MN,Mentor city,74.4,31161
MN,Merrifield CDP,95.5,53750
MN,Middle River city,91.2,37500
MN,Midway CDP,100,21250
MN,Miesville city,94.1,61250
MN,Milaca city,85.3,36465
MN,Milan city,75.7,36875
MN,Millerville city,89.4,43500
MN,Millville city,88.8,56250
MN,Milroy city,91,41250
MN,Miltona city,88.5,39000
MN,Minneapolis city,88.6,51480
MN,Minneiska city,97.7,63750
MN,Minneota city,87.1,56458
MN,Minnesota City city,96.7,58333
MN,Minnesota Lake city,91.2,55521
MN,Minnetonka city,97.5,78589
MN,Minnetonka Beach city,99.7,173000
MN,Minnetrista city,95.8,129844
MN,Mizpah city,94.8,21458
MN,Montevideo city,86.9,43906
MN,Montgomery city,84.2,54412
MN,Monticello city,93.9,70254
MN,Montrose city,92.7,63485
MN,Moorhead city,94.1,53360
MN,Moose Lake city,93.9,34375
MN,Mora city,85.4,39982
MN,Morgan city,89.5,46905
MN,Morris city,88.4,41991
MN,Morristown city,82.4,47188
MN,Morton city,89.6,39531
MN,Motley city,85.2,27656
MN,Mound city,96.7,73750
MN,Mounds View city,91.6,57799
MN,Mountain Iron city,92,50703
MN,Mountain Lake city,83.4,44052
MN,Murdock city,87.8,44145
MN,Myrtle city,86.2,22500
MN,Nashua city,87.5,36250
MN,Nashwauk city,90.4,48068
MN,Nassau city,87.5,(X)
MN,Naytahwaush CDP,74.1,23750
MN,Nelson city,95,54286
MN,Nerstrand city,95.9,67500
MN,Nett Lake CDP,79.1,26667
MN,Nevis city,91.7,32679
MN,New Auburn city,88.8,44643
MN,New Brighton city,93.9,60964
MN,Newfolden city,91.5,51375
MN,New Germany city,92.3,52500
MN,New Hope city,89.7,50165
MN,New London city,89,41354
MN,New Munich city,83.7,48125
MN,Newport city,93.1,59423
MN,New Prague city,92.1,64837
MN,New Richland city,82.6,40000
MN,New Trier city,94.1,61250
MN,New Ulm city,91.8,50254
MN,New York Mills city,88.2,38854
MN,Nicollet city,95.5,60592
MN,Nielsville city,98.6,48750
MN,Nimrod city,93.9,40625
MN,Nisswa city,97.6,64435
MN,Norcross city,78.4,60417
MN,North Branch city,94.7,67122
MN,Northfield city,94.5,57866
MN,North Mankato city,96,55440
MN,North Oaks city,99.1,151397
MN,Northome city,86.7,27727
MN,Northrop city,96.4,43333
MN,North St. Paul city,91,55708
MN,Norwood Young America city,92.8,62850
MN,Nowthen city,93.4,85455
MN,Oakdale city,94.3,67036
MN,Oak Grove city,92.6,87431
MN,Oak Park Heights city,94.9,49750
MN,Odessa city,91.4,55625
MN,Odin city,100,46429
MN,Ogema city,88.7,35000
MN,Ogilvie city,80.4,26111
MN,Okabena city,92.2,42083
MN,Oklee city,87.9,37500
MN,Olivia city,90.9,49125
MN,Onamia city,83.5,29583
MN,Ormsby city,94.3,42917
MN,Orono city,99.2,116292
MN,Oronoco city,97.7,116750
MN,Orr city,96.5,37500
MN,Ortonville city,88.5,39971
MN,Osage CDP,92.3,45000
MN,Osakis city,92.6,39464
MN,Oslo city,88.1,53750
MN,Osseo city,94.6,46125
MN,Ostrander city,87,38750
MN,Otsego city,92.7,79117
MN,Ottertail city,94.8,49861
MN,Owatonna city,92.2,55884
MN,Palisade city,87.1,32750
MN,Parkers Prairie city,85.4,40000
MN,Park Rapids city,90.9,33822
MN,Paynesville city,83,42059
MN,Pease city,88.1,46250
MN,Pelican Rapids city,71,40246
MN,Pemberton city,92.7,55417
MN,Pennock city,87.1,41964
MN,Pequot Lakes city,92.2,42639
MN,Perham city,87.8,52708
MN,Perley city,58.6,65000
MN,Peterson city,90.5,51250
MN,Pierz city,84.6,37898
MN,Pillager city,86.4,37917
MN,Pine Bend CDP,33.3,(X)
MN,Pine City city,85.5,32302
MN,Pine Island city,93.3,63194
MN,Pine Point CDP,86,23750
MN,Pine River city,80.5,25329
MN,Pine Springs city,100,115000
MN,Pipestone city,84.3,40233
MN,Plainview city,96.6,55226
MN,Plato city,93.2,64861
MN,Plummer city,95.3,41875
MN,Plymouth city,97.3,85418
MN,Ponemah CDP,71.6,15380
MN,Porter city,89.9,57500
MN,Preston city,93.4,43150
MN,Princeton city,88.5,37304
MN,Prinsburg city,90.4,61719
MN,Prior Lake city,95.6,96405
MN,Proctor city,94.2,54871
MN,Quamba city,82.1,27321
MN,Racine city,94.4,60833
MN,Ramsey city,96.4,86794
MN,Randall city,89.1,39485
MN,Randolph city,92.9,67321
MN,Ranier city,96.7,49583
MN,Raymond city,92.8,41071
MN,Redby CDP,82.1,36053
MN,Red Lake CDP,74.3,32650
MN,Red Lake Falls city,92.8,47000
MN,Red Wing city,92.4,45890
MN,Redwood Falls city,87.7,43063
MN,Regal city,100,59375
MN,Remer city,83.3,24091
MN,Renville city,83.9,51719
MN,Revere city,79.7,28125
MN,Rice city,95,70000
MN,Rice Lake CDP,64.6,20938
MN,Richfield city,88.7,52954
MN,Richmond city,86.3,50606
MN,Richville city,88.9,38750
MN,Riverland CDP,84.4,27917
MN,Riverton city,88.2,39063
MN,Robbinsdale city,92.2,57357
MN,Rochester city,93.5,64554
MN,Rock Creek city,92.1,57727
MN,Rockford city,93.6,72419
MN,Rockville city,91.4,70594
MN,Rogers city,97.9,103980
MN,Rollingstone city,98,62917
MN,Ronneby CDP,88.5,58125
MN,Roosevelt city,83.5,37500
MN,Roscoe city,90.1,70469
MN,Roseau city,90.6,50409
MN,Rose Creek city,91.1,46500
MN,Rosemount city,95.8,90448
MN,Roseville city,93.4,63678
MN,Rothsay city,92.1,44545
MN,Round Lake city,90.4,31667
MN,Royalton city,88.4,47841
MN,Roy Lake CDP,80,(X)
MN,Rush City city,86.9,42629
MN,Rushford city,93.4,40568
MN,Rushford Village city,93.6,73750
MN,Rushmore city,82.8,40536
MN,Russell city,93.1,54792
MN,Ruthton city,79,39375
MN,Rutledge city,85.2,38125
MN,Sabin city,96.8,73125
MN,Sacred Heart city,87.5,35694
MN,St. Anthony city (Hennepin and Ramsey Counties),96,60742
MN,St. Anthony city (Stearns County),94.1,65000
MN,St. Augusta city,95.1,75536
MN,St. Bonifacius city,94.2,82891
MN,St. Charles city,92.1,54651
MN,St. Clair city,97.5,70500
MN,St. Cloud city,91.4,45437
MN,St. Francis city,94,71833
MN,St. Hilaire city,81.2,45833
MN,St. James city,80.6,43995
MN,St. Joseph city,95.7,51265
MN,St. Leo city,88,38750
MN,St. Louis Park city,95.8,66432
MN,St. Martin city,89,63021
MN,St. Marys Point city,98,75208
MN,St. Michael city,96.5,92546
MN,St. Paul city,86.5,48757
MN,St. Paul Park city,90.9,59470
MN,St. Peter city,90.6,55280
MN,St. Rosa city,79.6,88125
MN,St. Stephen city,95.7,75583
MN,St. Vincent city,90.6,39375
MN,Sanborn city,84.9,39688
MN,Sandstone city,92.3,40673
MN,Sargeant city,90.7,56875
MN,Sartell city,94.9,73872
MN,Sauk Centre city,89.2,50476
MN,Sauk Rapids city,91.7,48410
MN,Savage city,95.7,94620
MN,Scandia city,97.4,84130
MN,Scanlon city,93.1,53523
MN,Seaforth city,95.5,47083
MN,Searles CDP,90.1,66250
MN,Sebeka city,92.6,35893
MN,Sedan city,100,32250
MN,Shafer city,92.4,53125
MN,Shakopee city,92.7,78731
MN,Shelly city,90.6,27639
MN,Sherburn city,91.9,46086
MN,Shevlin city,95.2,47917
MN,Shoreview city,96.3,79252
MN,Shorewood city,98.6,110469
MN,Silver Bay city,93.8,41439
MN,Silver Creek CDP,83.8,55227
MN,Silver Lake city,95.2,50592
MN,Skyline city,96.2,77917
MN,Slayton city,85.1,43472
MN,Sleepy Eye city,86,45500
MN,Sobieski city,86.2,59688
MN,Solway city,73.1,43125
MN,Soudan CDP,97.6,51071
MN,South End CDP,45.5,13750
MN,South Haven city,92.2,39375
MN,South St. Paul city,91,55607
MN,Spicer city,94.3,54954
MN,Springfield city,84.9,43679
MN,Spring Grove city,84.7,34946
MN,Spring Hill city,73.8,36250
MN,Spring Lake Park city,90.4,51719
MN,Spring Park city,93.1,47235
MN,Spring Valley city,90.3,44939
MN,Squaw Lake city,72.1,30625
MN,Stacy city,88.2,52863
MN,Stanchfield CDP,79.7,75625
MN,Staples city,88.6,35000
MN,Starbuck city,93.1,40288
MN,Steen city,88.1,28500
MN,Stephen city,78.6,51438
MN,Stewart city,90.2,43182
MN,Stewartville city,93.3,52879
MN,Stillwater city,97,76970
MN,Stockton city,92.2,51875
MN,Storden city,93.8,40139
MN,Strandquist city,81.1,32500
MN,Strathcona city,80,93000
MN,Sturgeon Lake city,91.3,44000
MN,Sunburg city,85.7,48333
MN,Sunfish Lake city,100,169375
MN,Swanville city,80.2,35682
MN,Taconite city,91.5,54808
MN,Tamarack city,83.3,29500
MN,Taopi city,88.4,(X)
MN,Taunton city,90.1,29250
MN,Taylors Falls city,96.4,54750
MN,Tenstrike city,96.9,51250
MN,The Lakes CDP,92.9,71406
MN,The Ranch CDP,0,-
MN,Thief River Falls city,91,40271
MN,Tintah city,100,35000
MN,Tonka Bay city,99.2,108250
MN,Tower city,98.2,45050
MN,Tracy city,89.6,40957
MN,Trail city,88.4,26125
MN,Trimont city,87.1,43229
MN,Trommald city,83.8,31667
MN,Trosky city,82.8,63542
MN,Truman city,89.1,47386
MN,Turtle River city,96.2,69375
MN,Twin Lakes city,84.1,42083
MN,Twin Lakes CDP,90.7,54250
MN,Twin Valley city,84.3,35703
MN,Two Harbors city,94.2,41117
MN,Tyler city,90.4,48125
MN,Ulen city,89,40313
MN,Underwood city,92.1,40938
MN,Upsala city,88.3,54688
MN,Urbank city,86.7,38750
MN,Utica city,84.7,58750
MN,Vadnais Heights city,93.7,71518
MN,Vergas city,94.2,40000
MN,Vermillion city,94.9,76111
MN,Verndale city,94.3,44091
MN,Vernon Center city,92.4,72500
MN,Vesta city,86.3,38000
MN,Victoria city,98.5,131971
MN,Viking city,91.7,56250
MN,Villard city,87.1,38958
MN,Vineland CDP,80.2,36500
MN,Vining city,96.8,38750
MN,Virginia city,93.4,34075
MN,Wabasha city,89.9,37361
MN,Wabasso city,88.2,38611
MN,Waconia city,95,79600
MN,Wadena city,86.6,34342
MN,Wahkon city,89.1,28750
MN,Waite Park city,86.4,39695
MN,Waldorf city,87.2,48438
MN,Walker city,92,31750
MN,Walnut Grove city,69.8,33203
MN,Walters city,75.4,32188
MN,Waltham city,92.8,60625
MN,Wanamingo city,88.7,49539
MN,Wanda city,93.6,40714
MN,Warba city,87.5,49583
MN,Warren city,83.5,50357
MN,Warroad city,90.2,37528
MN,Warsaw CDP,95.6,64896
MN,Waseca city,91.2,46167
MN,Watertown city,91.5,53789
MN,Waterville city,87.6,38348
MN,Watkins city,83.5,43036
MN,Watson city,79.7,33750
MN,Waubun city,91,40179
MN,Waverly city,92.1,71372
MN,Wayzata city,95.6,67835
MN,Welcome city,87.4,37917
MN,Wells city,82.4,39679
MN,Wendell city,93.5,42188
MN,Westbrook city,83.9,35729
MN,West Concord city,85.7,49125
MN,Westport city,85.2,35000
MN,West Roy Lake CDP,82.9,23750
MN,West St. Paul city,89.7,47710
MN,West Union city,95.3,63750
MN,Whalan city,81.8,(X)
MN,Wheaton city,89,45733
MN,Whipholt CDP,94.4,64375
MN,White Bear Lake city,95.7,62205
MN,White Earth CDP,75.6,17448
MN,Wilder city,82.9,58125
MN,Willernie city,95,51563
MN,Williams city,89.3,41607
MN,Willmar city,83.5,42250
MN,Willow River city,87.3,43333
MN,Wilmont city,87.3,45000
MN,Wilton city,87.6,66250
MN,Windom city,89.4,39549
